iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4]
0,-2.27140149474144,0.594067246094346,0.5874689113348722,0.6016191732138395,0.6075243879109621,0.5982545841485262,0.5991625063121319,0.6128365233540535,0.5902859963476658,0.5940918236970901,0.5907702188938856
1,-3.192334160208702,0.58841661401093,0.57228236310184,0.6023574251681566,0.6168000999838114,0.5960922989994287,0.5980438537895679,0.6275044813752174,0.5783699326217174,0.5882409125566482,0.5797662105411291
2,-4.288790751248598,0.5831553753465414,0.5549283441156149,0.601456743106246,0.627440445497632,0.5933568350970745,0.5966882597655058,0.6432232059538364,0.565039499104023,0.5826031196862459,0.5669430069625377
3,-5.395927250385284,0.5781504962593317,0.5366810824722051,0.5985989294946193,0.6380782857537269,0.5902946427464485,0.5948894511908293,0.6586317144334316,0.5518178775906563,0.5773063324391842,0.5526733346283436
4,-6.330272115767002,0.5729592371731996,0.5193398524075746,0.5943231903016567,0.6465725883841514,0.5875863157212734,0.59223811365664,0.6722268708050251,0.5402719102799892,0.5725085720419884,0.5377462640404701
5,-7.032825045287609,0.5670329969376325,0.5044239539653063,0.5896605275571346,0.6513648688793182,0.5858326576650142,0.5885957781225443,0.6830840691924095,0.530969052016735,0.5684088677167892,0.522983031719923
6,-7.562161073088646,0.5600694272667169,0.49252841658890245,0.5853139631450176,0.6524594597518444,0.5850914664566517,0.5843187350779772,0.6911791808903217,0.5234141334891319,0.565074498206377,0.5088287651538849
7,-7.991790667176247,0.5521432090550661,0.48341482914984224,0.5814109988510608,0.6508457757532596,0.5850361160933971,0.579931490495801,0.6969932116568088,0.5169537499547004,0.5623587466776371,0.49533542096614835
8,-8.365125298500061,0.5435585830360651,0.4764947671443224,0.5777842424809932,0.6476179160177707,0.5852922968566417,0.5758143369108438,0.7010191179811954,0.5112212285399437,0.5599877558648586,0.48238531351089475
9,-8.701159298419952,0.5346543494611978,0.471210815384984,0.5742277525365352,0.6436039082705974,0.5855938218533993,0.572155811265111,0.703609699755907,0.5060751274228096,0.5577127955853939,0.46987631022930143
10,-9.007843986153603,0.5257056433707475,0.467121422663331,0.5706010930240154,0.6393154360353946,0.5857955686748028,0.5690251071006059,0.7049906425178051,0.5014780074357986,0.5553418420255184,0.45776562243700025
11,-9.289519563317299,0.5168911073356867,0.4639429751783609,0.5668534062802791,0.635025630146265,0.5858359433710575,0.566409744694829,0.7053298823535442,0.497380530834198,0.5527448900043964,0.44606646746397016
12,-9.549425929784775,0.5083192367106676,0.461457260325551,0.5629785306751728,0.63086082264781,0.5857141338288784,0.5642558190971613,0.7047624610364437,0.4937423303723335,0.5498297609388828,0.43482851088047025
13,-9.7904302328825,0.5000254739075899,0.4595414776355028,0.5590288065373897,0.6268504880368709,0.585462736338377,0.5624993745237589,0.7034211106598377,0.4905057162046432,0.5465389288961887,0.42410327345132826
14,-10.01514121890068,0.4920245561748743,0.45807265527546404,0.5550646431744098,0.6230066142976284,0.5851077683269977,0.5610716719180345,0.7014395989477634,0.48759361952543256,0.5428259246051311,0.41392611563205717
15,-10.22552353143692,0.48431168533861635,0.45696359165012834,0.5511598981916904,0.6193154476583004,0.5846869893372059,0.5599013049155473,0.6989448316395283,0.48497131317853925,0.5386757872998714,0.40432161688804624
16,-10.423449724912643,0.47686874903738496,0.45615633614361284,0.5473823346197605,0.615771996229887,0.5842063672840595,0.5589393157511949,0.6960440225899219,0.482583774626255,0.5340870641171932,0.3952834516763687
