iter,energy,gamma[0],beta[0]
0,-1.695979630574584,0.5931551553308964,0.5906611982733011
1,-1.8449719920754433,0.5861043198034167,0.5808561978861689
2,-2.0069984793663025,0.5788304986432194,0.570573422499001
3,-2.1830289363861084,0.5713114509359002,0.5598084995523095
4,-2.373990148305893,0.563525497354567,0.5485606485977769
5,-2.580680474638939,0.5554433384910226,0.5368407959118485
6,-2.803778275847435,0.5470364386215806,0.5246635967865586
7,-3.0436624735593796,0.5382702792063355,0.5120610440149903
8,-3.300453681498766,0.5291143277660012,0.4990695038810372
9,-3.573874443769455,0.5195355707779526,0.4857418084517121
10,-3.8631595224142075,0.509506038762629,0.4721442492678761
11,-4.167091459035873,0.4990024933591485,0.45835291910916565
12,-4.483879059553146,0.4880108529701829,0.4444580705836415
13,-4.811240591108799,0.476527645625174,0.43055649418383835
14,-5.1463862657547,0.46456538084894416,0.4167522149160504
15,-5.486147373914719,0.4521489957347512,0.40315096396952865
16,-5.826968967914581,0.439322947897017,0.3898623468354344
17,-6.165225237607956,0.4261475870385766,0.37698287833482025
18,-6.497200101613998,0.41269644293934105,0.36460827607661483
19,-6.819430723786354,0.39905779007822273,0.352811555750668
20,-7.128716200590134,0.38532797936350105,0.3416521655395627
21,-7.422212779521942,0.3716124439612031,0.3311780350282788
22,-7.697701990604401,0.35801014248281715,0.3214184748008847
23,-7.95360466837883,0.3446230435743928,0.3123739020898938
24,-8.188890993595123,0.3315417909994721,0.3040401296690106
25,-8.403151214122772,0.3188469851389527,0.29639829266816375
26,-8.596472442150116,0.30661083701997993,0.2894118981435895
27,-8.769448220729828,0.2948827439919114,0.2830510543659329
28,-8.923018395900726,0.2837077224627137,0.27726791370660064
29,-9.058366358280182,0.2731132650747895,0.2720246123149991
30,-9.176912903785706,0.26311503294855354,0.2672621415928006
31,-9.280125766992569,0.25372038725763557,0.26294643748551605
32,-9.369505733251572,0.2449232930317521,0.25903725195676086
33,-9.446542739868164,0.2367142731323838,0.25549335349351165
34,-9.512670487165451,0.22907622102648018,0.25227929223328827
35,-9.56924918293953,0.22198644224554298,0.24935960341244934
36,-9.617517411708832,0.21541938129812477,0.2467024879530072
37,-9.658582836389542,0.2093445951119065,0.24428566861897705
38,-9.69341066479683,0.20374183300882576,0.24208119083195923
39,-9.722948014736176,0.19857662860304115,0.2400607721880078
40,-9.74792766571045,0.1938198799267411,0.2382113443687558
41,-9.769004762172699,0.1894488478079438,0.23651974964886902
42,-9.7867850959301,0.1854328507557511,0.2349684940651059
